Model,Split_Dir,LR,RNN_LR,LR_Display,Diff_LR,CNN_Frozen,Weight_Decay,Batch_Size,Seed,Params,Epochs,Best_Epoch,Early_Stop,Test_F1,Test_AUROC,Test_Accuracy,Test_Loss,Val_F1,Run_ID,Date,Device,User,Platform,Torch_Vers
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,123,308420,46,36,True,0.7557371326138437,0.8447136559723191,0.7634486865612387,0.6762379939797558,0.7591378178535615,cnn_lstm_seed123_20251208_154930,2025-12-08T15:49:31.293353,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,123,308420,60,50,True,0.7545282097924096,0.8402468736474968,0.7563025210084033,0.6752848892869577,0.761565158710739,cnn_lstm_seed123_20251211_003348,2025-12-11T00:33:48.596745,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,1,308420,50,44,False,0.749972059278128,0.8378370280606461,0.7537219612254351,0.6850426109028265,0.7533104479170789,cnn_lstm_seed1_20251208_043520,2025-12-08T04:35:20.038463,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,123,308420,50,43,False,0.7474204117422257,0.835676277359781,0.7484285052603719,0.6761672184468573,0.7514476935829005,cnn_lstm_seed123_20251208_120316,2025-12-08T12:03:16.998340,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_ln,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,123,308676,50,50,False,0.7470448475911534,0.8382105394284018,0.7484946734599351,0.6697768655130129,0.7546737253379577,cnn_lstm_ln_seed123_20251208_120139,2025-12-08T12:01:40.903989,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,456,308420,50,45,False,0.7436006849506048,0.8346643017681145,0.7442599086878846,0.6990226312905927,0.7480283914603946,cnn_lstm_seed456_20251208_160913,2025-12-08T16:09:13.926621,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,308420,47,37,True,0.7339867261272961,0.8319626743918853,0.732945146562562,0.6845164699204863,0.7372746273898568,cnn_lstm_seed42_20251208_003451,2025-12-08T00:34:52.141838,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_ln,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,456,308676,50,47,False,0.7334132413527034,0.8315261803314576,0.7316217825712963,0.690185362496708,0.7436431645242185,cnn_lstm_ln_seed456_20251208_125214,2025-12-08T12:52:15.147826,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_ln,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,308676,50,50,False,0.7324986848440508,0.8305325447904429,0.7351286971481505,0.6842428851982713,0.7422976791391537,cnn_lstm_ln_seed42_20251208_034724,2025-12-08T03:47:25.485791,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_ln,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,456,308676,51,41,True,0.730066803564296,0.8356022217002115,0.7369814067359227,0.6878716180470422,0.7388756419954525,cnn_lstm_ln_seed456_20251210_223519,2025-12-10T22:35:19.864950,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,308420,50,41,False,0.7244200966916959,0.824651075123747,0.7242771124197711,0.7036693739991651,0.7199217326376662,cnn_lstm_seed42_20251208_152742,2025-12-08T15:27:43.094649,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,308420,51,41,True,0.7229508006104025,0.8246021966101105,0.7205055250446636,0.6964065239210672,0.7269506860934726,cnn_lstm_seed42_20251210_183227,2025-12-10T18:32:27.781748,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,456,308420,50,43,False,0.7153058793444689,0.8185678850061696,0.7186528154568914,0.7121880136838945,0.7197064726314736,cnn_lstm_seed456_20251208_125222,2025-12-08T12:52:22.126199,cuda,tomra,Windows,2.9.1+cu128
gru,data/splits,0.003,1e-05,"CNN=3.00e-03, RNN=1.00e-05",True,False,0.0001,24,6691,105652,52,37,True,0.7142112846493399,0.819598470089515,0.7163369284721762,0.8032517394878798,0.7191511990863467,gru_seed6691_20251208_180813,2025-12-08T18:08:13.056594,cuda,navak,Linux,2.8.0+cu128
attention,data/splits,0.0005,0.0005,"CNN=5.00e-04, RNN=5.00e-04",True,False,0.0001,64,8735,127445,39,24,True,0.7071937522810358,0.8135493464880797,0.7053530073446701,0.8739515576307281,0.7077368359964051,attention_seed8735_20251208_181858,2025-12-08T18:18:58.057894,cuda,navak,Linux,2.8.0+cu128
attention,data/splits,0.002,0.0002,"CNN=2.00e-03, RNN=2.00e-04",True,False,5e-05,64,884,127445,60,45,True,0.7067935880171402,0.8134243038369809,0.7066102031363727,1.279818872673602,0.7197776314164299,attention_seed884_20251208_192741,2025-12-08T19:27:41.810253,cuda,navak,Linux,2.8.0+cu128
residual,data/splits,0.001,0.0002,"CNN=1.00e-03, RNN=2.00e-04",True,False,5e-05,192,772,139732,64,49,True,0.7002216834848788,0.80706161976696,0.6992655329848475,1.226461705527728,0.7062407541742035,residual_seed772_20251208_175808,2025-12-08T17:58:08.645856,cuda,navak,Linux,2.8.0+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,1,308420,49,39,True,0.6968875178839918,0.807146083907149,0.6992655329848475,0.7447515165881265,0.6975441584940728,cnn_lstm_seed1_20251208_011346,2025-12-08T01:13:46.973220,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,456,308420,43,33,True,0.6866604190535733,0.8048867562544155,0.6823264738966452,0.7760804306228453,0.6838084296345863,cnn_lstm_seed456_20251210_232905,2025-12-10T23:29:05.669906,cuda,tomra,Windows,2.9.1+cu128
cnn_bilstm_seq24,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,316612,49,39,True,0.6798831627875906,0.798220053594968,0.6801429233110567,0.7983708361533121,0.6745986976925828,cnn_bilstm_seq24_seed42_20251208_043651,2025-12-08T04:36:51.679854,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_seq16,data/splits,0.002,0.0002,"CNN=2.00e-03, RNN=2.00e-04",True,False,1e-05,32,3123,87588,48,33,True,0.6681425744405352,0.7836714340407839,0.670614702573943,0.8801566670800365,0.6728489479386818,cnn_lstm_seq16_seed3123_20251208_190516,2025-12-08T19:05:16.650071,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_ln,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,1,308676,50,49,False,0.6569761448326823,0.7854941558506647,0.6495070469132534,0.8050874836334196,0.668821858247178,cnn_lstm_ln_seed1_20251208_040136,2025-12-08T04:01:36.705906,cuda,tomra,Windows,2.9.1+cu128
bilstm,data/splits_10s,0.000361,8.76e-05,"CNN=3.61e-04, RNN=8.76e-05",True,False,0.000104,32,97995,316612,39,29,True,0.6519331286357981,0.7667289526654183,0.6553688407861008,0.9582651627334682,0.6747657944157613,bilstm_seed97995_20251210_143154,2025-12-10T14:31:54.459093,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.000367,3.93e-05,"CNN=3.67e-04, RNN=3.93e-05",True,False,5.87e-05,32,80020,44228,60,50,True,0.6431601608204421,0.759568078466055,0.6502348971084497,0.8246721197234714,0.640085942886976,cnn_only_seed80020_20251210_161432,2025-12-10T16:14:32.057664,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,0.001,0.0001,"CNN=1.00e-03, RNN=1.00e-04",True,False,1e-05,256,42,316612,55,40,True,0.6426320604350928,0.771043296065023,0.6370012571957917,0.8470135678847631,0.6389319706844286,cnn_bilstm_seq24_seed42_20251208_162542,2025-12-08T16:25:42.768486,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.000331,4.8e-05,"CNN=3.31e-04, RNN=4.80e-05",True,False,7.01e-06,32,63249,44228,43,33,True,0.640726261043755,0.7591057335507536,0.6500363925097599,0.8175453866022712,0.6469726522123465,cnn_only_seed63249_20251210_150429,2025-12-10T15:04:29.470046,cuda,navak,Linux,2.8.0+cu128
bilstm,data/splits,6.16e-05,3.48e-05,"CNN=6.16e-05, RNN=3.48e-05",True,False,2.6e-05,32,67603,316612,36,26,True,0.6385780044336823,0.7582513517728545,0.632964997022431,0.906360242476423,0.6247861828634427,bilstm_seed67603_20251210_163150,2025-12-10T16:31:50.765310,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,7.87e-05,9.02e-05,"CNN=7.87e-05, RNN=9.02e-05",True,False,1.19e-06,192,96406,316612,60,50,True,0.6384983323903067,0.7721983780491912,0.6370012571957917,0.8470987896376019,0.6348112342631284,cnn_bilstm_seq24_seed96406_20251210_233520,2025-12-10T23:35:20.281765,cuda,tomra,Windows,2.9.1+cu128
bilstm,data/splits,0.001,0.0001,"CNN=1.00e-03, RNN=1.00e-04",True,False,0.0005,96,9300,316612,50,35,True,0.6370041584062416,0.7686748273445788,0.6282670548534375,0.8816664256627047,0.6386788102051553,bilstm_seed9300_20251208_191924,2025-12-08T19:19:24.309289,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,0.0005,1e-05,"CNN=5.00e-04, RNN=1.00e-05",True,False,0.0001,32,64,316612,38,23,True,0.6310328086882891,0.7417234230840379,0.636604247998412,0.8760918197527244,0.612052928874965,cnn_bilstm_seq24_seed64_20251208_165658,2025-12-08T16:56:58.471919,cuda,navak,Linux,2.8.0+cu128
bilstm,data/splits,0.000812,2.47e-05,"CNN=8.12e-04, RNN=2.47e-05",True,False,8.25e-06,64,9674,316612,31,21,True,0.6116686893347444,0.7377616151617888,0.6042479984119632,0.9625936403304716,0.6093696860424155,bilstm_seed9674_20251211_021201,2025-12-11T02:12:01.982115,cuda,tomra,Windows,2.9.1+cu128
cnn_only,data/splits_10s,0.000663,1.08e-06,"CNN=6.63e-04, RNN=1.08e-06",True,False,3.22e-06,32,45314,44228,45,35,True,0.6090508651117509,0.7141519006377332,0.6256052406721732,0.8495100226591934,0.6099808308206904,cnn_only_seed45314_20251210_150018,2025-12-10T15:00:18.150825,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_meanpool,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,127348,31,21,True,0.6082077561503088,0.7390892777675221,0.6129160325547541,0.953037638704485,0.6023470237987718,cnn_lstm_meanpool_seed42_20251208_043721,2025-12-08T04:37:21.407113,cuda,tomra,Windows,2.9.1+cu128
cnn_only,data/splits,0.000628,1.15e-05,"CNN=6.28e-04, RNN=1.15e-05",True,False,0.000102,64,75852,44228,27,17,True,0.6059622288957721,0.7265444845315647,0.6084165949844504,0.9021814972287995,0.6176995967600228,cnn_only_seed75852_20251210_154837,2025-12-10T15:48:37.348929,cuda,navak,Linux,2.8.0+cu128
bilstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,316612,33,23,True,0.6031333095336313,0.7423444239647855,0.5996823926420962,0.9508320944470192,0.5971884753707277,bilstm_seed42_20251208_041527,2025-12-08T04:15:27.418547,cuda,tomra,Windows,2.9.1+cu128
bilstm,data/splits,0.0001,2e-05,"CNN=1.00e-04, RNN=2.00e-05",True,False,1e-05,128,4550,316612,40,25,True,0.5926090041333707,0.7293507673384908,0.5759941771984385,0.970502446679508,0.5878072215312494,bilstm_seed4550_20251208_182649,2025-12-08T18:26:49.533086,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.0001,0.0001,"CNN=1.00e-04, RNN=1.00e-04",True,False,0.0001,32,5534,44228,72,57,True,0.5920830178300375,0.7217318390185067,0.6000132336399127,0.9600016622475287,0.5897970500168205,cnn_only_seed5534_20251208_194215,2025-12-08T19:42:16.004919,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_seq16,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,87588,43,33,True,0.5919457285691844,0.7265795646011689,0.5892278171110964,0.9714204851962343,0.5893729287894964,cnn_lstm_seq16_seed42_20251208_043902,2025-12-08T04:39:02.765401,cuda,tomra,Windows,2.9.1+cu128
cnn_only,data/splits,0.00059,,5.90e-04,False,False,4.72e-05,256,49112,44228,44,34,True,0.5891148336129295,0.7178074744724113,0.5968371600608747,0.8290217002232869,0.5879507547434016,cnn_only_seed49112_20251210_214901,2025-12-10T21:49:01.240271,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.000351,1.72e-06,"CNN=3.51e-04, RNN=1.72e-06",True,False,0.000102,256,47835,44228,67,57,True,0.588786065528161,0.7117050096112613,0.589360153510223,0.8510060027241707,0.5825386074682942,cnn_only_seed47835_20251210_154847,2025-12-10T15:48:47.227346,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_10s,0.00096,,9.60e-04,False,False,0.000426,64,49484,44228,40,30,True,0.5873982636972755,0.7075962888648909,0.6028197094844774,0.8264714415777813,0.599142059240829,cnn_only_seed49484_20251210_215243,2025-12-10T21:52:43.685198,cuda,navak,Linux,2.8.0+cu128
gru,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,105652,28,18,True,0.5853010988174783,0.7277150550383322,0.5928670680870773,0.9603661443362256,0.5803822734582426,gru_seed42_20251208_130026,2025-12-08T13:00:26.881583,mps,tomrannosaurus,Darwin,2.9.1
bilstm,data/splits_10s,0.000858,7.29e-05,"CNN=8.58e-04, RNN=7.29e-05",True,False,0.000706,128,42496,316612,52,42,True,0.5852646375157726,0.722602378339284,0.5736257476502421,0.9536582616242495,0.5947828671167489,bilstm_seed42496_20251210_162348,2025-12-10T16:23:48.244943,cuda,navak,Linux,2.8.0+cu128
gru,data/splits,0.005,0.0001,"CNN=5.00e-03, RNN=1.00e-04",True,False,0.001,16,64,105652,78,48,True,0.5848507140242721,0.6946504772155986,0.5965724872626216,1.000443007769408,0.5938954748522014,gru_seed64_20251208_171239,2025-12-08T17:12:39.847052,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_20s,0.000866,4.5e-05,"CNN=8.66e-04, RNN=4.50e-05",True,False,1.06e-05,64,19516,44228,32,22,True,0.5836432737047499,0.7161249063090905,0.6107285248278361,0.8768878802657127,0.5884812583466302,cnn_only_seed19516_20251210_161047,2025-12-10T16:10:47.274160,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.002,5e-06,"CNN=2.00e-03, RNN=5.00e-06",True,False,0.0005,32,1230,44228,56,41,True,0.5763434605218439,0.6920133141726195,0.5761265135975651,0.9006571296059052,0.5770308634493885,cnn_only_seed1230_20251208_181543,2025-12-08T18:15:43.448868,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_meanpool,data/splits,0.0002,0.0001,"CNN=2.00e-04, RNN=1.00e-04",True,False,0.0005,192,3322,127348,47,32,True,0.5759560052063242,0.7074218917215778,0.5733474492159069,0.9316895924791505,0.5739875689260108,cnn_lstm_meanpool_seed3322_20251208_183320,2025-12-08T18:33:20.214708,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_ln,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,308676,52,42,True,0.5676004002352533,0.7045614275887739,0.5619003506914577,1.0204774289065774,0.5586403270600833,cnn_lstm_ln_seed42_20251210_183208,2025-12-10T18:32:09.364171,cuda,tomra,Windows,2.9.1+cu128
cnn_only,data/splits,0.000889,1.05e-06,"CNN=8.89e-04, RNN=1.05e-06",True,False,1.34e-05,256,31162,44228,55,45,True,0.56101466523866,0.6999846675984189,0.5848607159399193,0.8393369391560555,0.5474451725453632,cnn_only_seed31162_20251210_144016,2025-12-10T14:40:16.072252,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,0.0005,1e-05,"CNN=5.00e-04, RNN=1.00e-05",True,False,1e-05,256,123,316612,46,31,True,0.5558446992317837,0.690838326681486,0.5388738172434328,0.9220750858386357,0.5421826663015332,cnn_bilstm_seq24_seed123_20251208_163518,2025-12-08T16:35:18.365444,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.000456,4.46e-05,"CNN=4.56e-04, RNN=4.46e-05",True,False,1.5e-06,192,4700,44228,50,40,True,0.552113566424944,0.6841880592044112,0.5664659564613247,0.912933849458453,0.5358788392224033,cnn_only_seed4700_20251210_161658,2025-12-10T16:16:58.447918,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_20s,0.000611,1.18e-06,"CNN=6.11e-04, RNN=1.18e-06",True,False,2.7e-05,64,16503,44228,22,12,True,0.5498126966202327,0.6660921835059669,0.558173251177963,0.961606384000995,0.5451582992641704,cnn_only_seed16503_20251210_165844,2025-12-10T16:58:44.796064,cuda,navak,Linux,2.8.0+cu128
attention,data/splits_10s,0.0001,,1.00e-04,False,False,0.0001,64,456,127445,34,24,True,0.5478703494557674,0.6894248916961545,0.5492737111933922,1.0026276531544598,0.5898752152717803,attention_seed456_20251210_234031,2025-12-10T23:40:31.889480,cuda,tomra,Windows,2.9.1+cu128
residual,data/splits,5e-05,0.0002,"CNN=5.00e-05, RNN=2.00e-04",True,False,1e-05,48,7272,139732,87,72,True,0.5465936095378501,0.6679539292176434,0.554886521537749,1.048608412439861,0.5339739889377972,residual_seed7272_20251208_195411,2025-12-08T19:54:11.627872,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.00017,,1.70e-04,False,False,1.15e-06,64,33288,44228,43,33,True,0.5380496017995343,0.6781616210813819,0.5566730629259578,1.0781730743525904,0.5265103486392886,cnn_only_seed33288_20251210_213603,2025-12-10T21:36:03.081937,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,44228,50,44,False,0.536778280083123,0.6748870751750852,0.5346390524713822,1.1542445631218359,0.5226179020452997,cnn_only_seed42_20251208_152131,2025-12-08T15:21:32.545127,cuda,tomra,Windows,2.9.1+cu128
bilstm,data/splits_20s,0.000601,4.36e-05,"CNN=6.01e-04, RNN=4.36e-05",True,False,8.79e-05,128,18208,316612,48,38,True,0.5333341387816538,0.6639380800815268,0.5338890902500906,1.2460109483111987,0.54239998452162,bilstm_seed18208_20251210_160658,2025-12-10T16:06:58.402486,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,0.005,0.001,"CNN=5.00e-03, RNN=1.00e-03",True,False,0.001,16,9081,316612,36,21,True,0.5305823148067772,0.6163192428033765,0.5600476411036855,1.049352089768995,0.5236332389337953,cnn_bilstm_seq24_seed9081_20251208_184041,2025-12-08T18:40:41.649118,cuda,navak,Linux,2.8.0+cu128
residual,data/splits,0.005,0.0001,"CNN=5.00e-03, RNN=1.00e-04",True,False,0.001,16,64,139732,42,27,True,0.5304619211040528,0.6205022366348943,0.5300734467015152,1.0780196490584226,0.5270927301732269,residual_seed64_20251208_173718,2025-12-08T17:37:18.916119,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_meanpool,data/splits,0.001,2e-05,"CNN=1.00e-03, RNN=2.00e-05",True,False,0.0005,128,3311,127348,49,34,True,0.529909401384321,0.6654862411314425,0.5276252233176735,1.0028036351965255,0.5165934104554407,cnn_lstm_meanpool_seed3311_20251208_194623,2025-12-08T19:46:23.152348,cuda,navak,Linux,2.8.0+cu128
simple_lstm,data/splits,0.0002,5e-05,"CNN=2.00e-04, RNN=5.00e-05",True,False,0.0001,48,4821,57044,31,16,True,0.5282111751910381,0.648010852278525,0.5280884007146166,1.0744525999303849,0.5070005784510276,simple_lstm_seed4821_20251208_175033,2025-12-08T17:50:33.515596,cuda,navak,Linux,2.8.0+cu128
gru,data/splits_10s,0.0001,,1.00e-04,False,False,0.0001,64,456,105652,37,27,True,0.5277484677499722,0.662787225935193,0.5709199658217032,1.0322456592863256,0.5390589781048585,gru_seed456_20251211_002618,2025-12-11T00:26:18.701496,cuda,tomra,Windows,2.9.1+cu128
residual,data/splits_10s,0.0001,,1.00e-04,False,False,0.0001,64,123,139732,22,12,True,0.5252416836242713,0.6624115256494519,0.5145257761321561,1.068927349285646,0.5517864282136625,residual_seed123_20251211_001518,2025-12-11T00:15:18.372942,cuda,tomra,Windows,2.9.1+cu128
cnn_bilstm_seq24,data/splits,0.0001,1e-05,"CNN=1.00e-04, RNN=1.00e-05",True,False,1e-06,64,123,316612,45,30,True,0.5200517937560472,0.6587080891723683,0.5059220538609145,1.0367048709075661,0.4966695858898535,cnn_bilstm_seq24_seed123_20251208_161343,2025-12-08T16:13:43.535777,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_ln,data/splits,0.003,0.0005,"CNN=3.00e-03, RNN=5.00e-04",True,False,0.001,192,2901,308676,41,26,True,0.5196503941474155,0.6471307580246506,0.5782438959835903,1.0005622664584388,0.5135642299499026,cnn_lstm_ln_seed2901_20251208_193746,2025-12-08T19:37:46.723653,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_10s,0.000636,2.29e-06,"CNN=6.36e-04, RNN=2.29e-06",True,False,0.000254,256,48644,44228,38,28,True,0.5154217403254614,0.6725749183779641,0.5193677015095415,0.941793078822749,0.528812395333953,cnn_only_seed48644_20251210_154631,2025-12-10T15:46:31.874395,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_10s,0.000489,3.85e-06,"CNN=4.89e-04, RNN=3.85e-06",True,False,0.00014,192,56043,44228,24,14,True,0.5010731579644188,0.6375659258623761,0.5092566220450014,1.0540251570778925,0.5079973325517448,cnn_only_seed56043_20251210_142953,2025-12-10T14:29:53.293830,cuda,navak,Linux,2.8.0+cu128
simple_lstm,data/splits,0.0002,5e-06,"CNN=2.00e-04, RNN=5.00e-06",True,False,0.001,24,781,57044,33,18,True,0.500449647038801,0.6166701401923522,0.48024879243035795,1.1087363411982853,0.47988315744801724,simple_lstm_seed781_20251208_191442,2025-12-08T19:14:42.697706,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,0.005,0.0001,"CNN=5.00e-03, RNN=1.00e-04",True,False,0.001,16,64,316612,37,7,True,0.49916352565623207,0.5581641401024233,0.5149209290015219,1.12638327854651,0.4903657857572032,cnn_bilstm_seq24_seed64_20251208_170338,2025-12-08T17:03:39.034608,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits,0.005,1e-06,"CNN=5.00e-03, RNN=1.00e-06",True,False,0.001,256,123,316612,73,43,True,0.4912493373192225,0.6011688632119252,0.5002977568980348,1.0503187437852224,0.4768728926445274,cnn_bilstm_seq24_seed123_20251208_164330,2025-12-08T16:43:30.682658,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_20s,3.53e-05,2.96e-06,"CNN=3.53e-05, RNN=2.96e-06",True,False,2.64e-05,32,85828,44228,15,5,True,0.48949997180477334,0.5747257982761288,0.4998187749184487,1.2551660318484252,0.4991682811121314,cnn_only_seed85828_20251210_160330,2025-12-10T16:03:30.114720,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits_20s,0.000335,2.48e-06,"CNN=3.35e-04, RNN=2.48e-06",True,False,1.24e-05,32,14944,316612,12,2,True,0.488316747512302,0.5578052344029926,0.5186661833997825,1.2959581038047527,0.49261932245956414,cnn_bilstm_seq24_seed14944_20251210_223919,2025-12-10T22:39:19.559431,cuda,navak,Linux,2.8.0+cu128
bilstm,data/splits,3.54e-05,2.75e-05,"CNN=3.54e-05, RNN=2.75e-05",True,False,0.000823,64,78680,316612,39,29,True,0.4868111412799799,0.6040860501945083,0.49421028253821214,1.1385071359354735,0.4516465875084846,bilstm_seed78680_20251210_155327,2025-12-10T15:53:27.406128,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_20s,0.0001,,1.00e-04,False,False,0.0001,64,123,44228,19,9,True,0.48389052840790375,0.5794039672827139,0.4450888002899601,1.1489262133836746,0.46551905322203296,cnn_only_seed123_20251208_163251,2025-12-08T16:32:52.422429,cuda,tomra,Windows,2.9.1+cu128
simple_lstm,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,1,57044,41,31,True,0.483842992737212,0.6135831766849635,0.5137299014093827,1.1303785561509274,0.45594204774255487,simple_lstm_seed1_20251208_041713,2025-12-08T04:17:13.314888,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_seq16,data/splits,0.005,0.0001,"CNN=5.00e-03, RNN=1.00e-04",True,False,0.001,16,64,87588,50,35,True,0.48102561394655263,0.5224272368164555,0.5149870972010852,1.0966133068478296,0.49486275947745817,cnn_lstm_seq16_seed64_20251208_172714,2025-12-08T17:27:14.992403,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,456,44228,16,6,True,0.47730253387641763,0.6083987391418462,0.4805134652286111,1.3310795767775065,0.46010734085080335,cnn_only_seed456_20251208_160716,2025-12-08T16:07:17.441131,cuda,tomra,Windows,2.9.1+cu128
cnn_only,data/splits_20s,0.000147,8.59e-05,"CNN=1.47e-04, RNN=8.59e-05",True,False,3.26e-06,128,81656,44228,11,1,True,0.4765384786884272,0.5584824032569321,0.4795215657847046,1.3508143912662158,0.45740297015887965,cnn_only_seed81656_20251210_154601,2025-12-10T15:46:01.906649,cuda,navak,Linux,2.8.0+cu128
simple_lstm,data/splits_20s,0.0002,2e-05,"CNN=2.00e-04, RNN=2.00e-05",True,False,0.0001,48,4821,57044,13,3,True,0.4759573954008614,0.5452589391088174,0.5516491482421167,1.299362468308416,0.48360683925941533,simple_lstm_seed4821_20251210_141212,2025-12-10T14:12:12.919851,cuda,navak,Linux,2.8.0+cu128
attention,data/splits_20s,0.0001,,1.00e-04,False,False,0.0001,64,123,127445,13,3,True,0.4755450027497568,0.5642420914644346,0.4882203696991664,1.27806287326596,0.47957174505202343,attention_seed123_20251211_003813,2025-12-11T00:38:13.896040,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits_20s,0.000109,4.14e-05,"CNN=1.09e-04, RNN=4.14e-05",True,False,3e-06,32,80950,308420,31,21,True,0.475319806747092,0.5465105874775307,0.5396882928597317,1.187040632483603,0.49747616726042726,cnn_lstm_seed80950_20251210_220106,2025-12-10T22:01:06.732634,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.000126,1.62e-05,"CNN=1.26e-04, RNN=1.62e-05",True,False,5.73e-06,64,14564,308420,12,2,True,0.4743341386089857,0.5254957732928469,0.5199497121683319,1.3007235265482326,0.4576183745005573,cnn_lstm_seed14564_20251210_214207,2025-12-10T21:42:07.236443,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_10s,3.05e-05,2.09e-06,"CNN=3.05e-05, RNN=2.09e-06",True,False,0.000302,64,98800,44228,11,1,True,0.4731566136477662,0.5221718117571055,0.5038450583879237,1.3398181135004217,0.479292363454283,cnn_only_seed98800_20251210_150242,2025-12-10T15:02:42.628741,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_seq16,data/splits_10s,1.79e-05,1.67e-06,"CNN=1.79e-05, RNN=1.67e-06",True,False,0.000465,256,92843,87588,13,3,True,0.471963308865413,0.5216021198496389,0.5333238393620051,1.3796849378517695,0.4622941005845153,cnn_lstm_seq16_seed92843_20251210_230958,2025-12-10T23:09:58.193347,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,0.000178,2.7e-06,"CNN=1.78e-04, RNN=2.70e-06",True,False,0.000156,32,52300,308420,11,1,True,0.4714568541691726,0.5211957320095197,0.5520412889565275,1.3251385373746618,0.46493091710214707,cnn_lstm_seed52300_20251210_213930,2025-12-10T21:39:30.583678,cuda,navak,Linux,2.8.0+cu128
